title,date,make,year,price,VIN,fuel,odometer,cylinders,paint color,title status,transmission,type,link
2008 Lexus IS250 IS 250,2017-09-03 21:36,lexus,2008,$7500,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2008-lexus-is250-is-250/6289766560.html
2016 Grand Caravan,2017-09-03 21:33,NOT INDICATED,2016,$17500,NOT INDICATED,gas,22000,6 cylinders,silver,clean,automatic,van,https://sacramento.craigslist.org/cto/d/2016-grand-caravan/6292197539.html
2008 Kia Optima,2017-09-03 21:32,kia,2008,$2600,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2008-kia-optima/6289900505.html
2011 Honda Civic 67k miles,2017-09-03 21:32,honda,2011,$6100,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2011-honda-civic-67k-miles/6263062638.html
1995 honda shadow bobber,2017-09-03 21:31,honda,1995,$2000,NOT INDICATED,gas,NOT INDICATED,other,black,salvage,manual,other,https://sacramento.craigslist.org/cto/d/1995-honda-shadow-bobber/6292196689.html
1997 Ford F150 Truck $1800,2017-09-03 21:30,ford,1997,$1800,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,truck,https://sacramento.craigslist.org/cto/d/1997-ford-f150-truck-1800/6292183879.html
2009 Dodge Challenger R/T ALL CREDITS WELCOME,2017-09-03 21:30,dodge,2009,$14999,2B3LJ54T09H510337,other,131805,NOT INDICATED,silver,clean,automatic,coupe,https://sacramento.craigslist.org/ctd/d/2009-dodge-challenger-t-all/6292196213.html
2014 Ford Focus SE,2017-09-03 21:29,ford,2014,$7500,NOT INDICATED,gas,29000,4 cylinders,grey,salvage,automatic,hatchback,https://sacramento.craigslist.org/cto/d/2014-ford-focus-se/6285213767.html
89 foxbody lx 5.0l,2017-09-03 21:29,NOT INDICATED,1989,$3500,NOT INDICATED,gas,NOT INDICATED,8 cylinders,NOT INDICATED,clean,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/89-foxbody-lx-50l/6292195538.html
2016 Chevrolet sonic,2017-09-03 21:26,chevrolet,2016,$10500,NOT INDICATED,gas,4,4 cylinders,black,salvage,automatic,hatchback,https://sacramento.craigslist.org/cto/d/2016-chevrolet-sonic/6269160558.html
"2010 nissan altima, clean title, smogged, low mile",2017-09-03 21:25,nissan,2010,$5300,000000,gas,120000,4 cylinders,red,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/2010-nissan-altima-clean/6292193914.html
Toyota Corolla LE,2017-09-03 21:25,toyota,NOT INDICATED,$2500,NOT INDICATED,gas,158983,NOT INDICATED,NOT INDICATED,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/toyota-corolla-le/6287283259.html
Mercedes 2004,2017-09-03 21:25,NOT INDICATED,2004,$2000,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,black,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/mercedes-2004/6292193647.html
1992/72 jeep wrangler,2017-09-03 21:24,jeep,1992,$9500,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/jeep-wrangler/6292193312.html
Sale or trade,2017-09-03 21:24,NOT INDICATED,NOT INDICATED,$2500,NOT INDICATED,gas,26141,8 cylinders,white,clean,automatic,truck,https://sacramento.craigslist.org/cto/d/sale-or-trade/6292193195.html
2013 Chevrolet volt,2017-09-03 21:24,chevrolet,2013,$9900,NOT INDICATED,electric,52000,NOT INDICATED,NOT INDICATED,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2013-chevrolet-volt/6286775871.html
Toyota Sienna 2004,2017-09-03 21:23,toyota,2004,$5800,NOT INDICATED,gas,151000,6 cylinders,NOT INDICATED,clean,automatic,mini-van,https://sacramento.craigslist.org/cto/d/toyota-sienna-2004/6292192972.html
Mercury Sable,2017-09-03 21:22,mercury,NOT INDICATED,$1500,NOT INDICATED,gas,116000,6 cylinders,brown,salvage,automatic,sedan,https://sacramento.craigslist.org/cto/d/mercury-sable/6292187343.html
Honda 2007 CR-V EX-L 4WD!,2017-09-03 21:22,honda,2007,$7988,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/honda-2007-cr-ex-4wd/6292192418.html
1990 300zx automatic,2017-09-03 21:22,NOT INDICATED,1990,$1200,NOT INDICATED,gas,200000,6 cylinders,red,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/zx-automatic/6265870343.html
Honda 2007 CR-V EX-L 4WD!,2017-09-03 21:22,honda,2007,$7988,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/honda-2007-cr-ex-4wd/6292192418.html
1990 300zx automatic,2017-09-03 21:22,NOT INDICATED,1990,$1200,NOT INDICATED,gas,200000,6 cylinders,red,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/zx-automatic/6265870343.html
1989 E350,2017-09-03 21:22,NOT INDICATED,1989,$4000,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1989-e350/6292192180.html
2016 Acura TLX fully loaded-- brand new,2017-09-03 21:20,acura,2016,$25950,NOT INDICATED,gas,4000,6 cylinders,white,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/2016-acura-tlx-fully-loaded/6292191353.html
03 BMW 745Li,2017-09-03 21:20,bmw,2003,$4400,NOT INDICATED,gas,225000,NOT INDICATED,NOT INDICATED,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/03-bmw-745li/6281524006.html
2016 ford focus RS white rs2 package 2100 miles,2017-09-03 21:20,ford,2016,$33000,WF0DP3TH3G4116437,gas,2100,NOT INDICATED,NOT INDICATED,salvage,manual,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/2016-ford-focus-rs-white-rs2/6292191137.html
2014 Nissan Altima S $8000 or best offer,2017-09-03 21:19,nissan,2014,$8000,NOT INDICATED,gas,77000,4 cylinders,red,salvage,automatic,sedan,https://sacramento.craigslist.org/cto/d/2014-nissan-altima-8000-or/6292190753.html
07 MITSUBISHI ECLIPSE SPYDER GT,2017-09-03 21:19,mitsubishi,2007,$4500,NOT INDICATED,gas,114000,6 cylinders,orange,salvage,automatic,convertible,https://sacramento.craigslist.org/cto/d/07-mitsubishi-eclipse-spyder/6292190662.html
"2007 Nissan Altima 2.5s | $4,500 | Antelope, Sac",2017-09-03 21:17,nissan,2007,$4500,NOT INDICATED,gas,106187,4 cylinders,grey,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2007-nissan-altima-25s-4500/6289760887.html
1995 f250 powerstroke,2017-09-03 21:15,NOT INDICATED,1995,$5500,NOT INDICATED,diesel,240300,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1995-f250-powerstroke/6288638635.html
Lincoln Towncar,2017-09-03 21:14,lincoln,NOT INDICATED,$3250,NOT INDICATED,gas,151000,8 cylinders,white,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/lincoln-towncar/6292188095.html
1982 4X4 Toyota PU,2017-09-03 21:14,toyota,1982,$4500,NOT INDICATED,gas,203019,NOT INDICATED,NOT INDICATED,clean,manual,pickup,https://sacramento.craigslist.org/cto/d/1982-4x4-toyota-pu/6288368006.html
2000 Ford Mustang Convertible,2017-09-03 21:13,Ford,2000,$1500,NOT INDICATED,gas,NOT INDICATED,6 cylinders,silver,salvage,automatic,convertible,https://sacramento.craigslist.org/cto/d/2000-ford-mustang-convertible/6292187692.html
"Honda Accord LX 2016, Great Family Car.",2017-09-03 21:11,honda,2016,$12700,NOT INDICATED,gas,11,4 cylinders,white,salvage,automatic,sedan,https://sacramento.craigslist.org/cto/d/honda-accord-lx-2016-great/6292173313.html
2000 Toyota Corolla,2017-09-03 21:11,toyota,2000,$1400,NOT INDICATED,gas,300,4 cylinders,white,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2000-toyota-corolla/6292186398.html
2001 Chevy Cavalier A/T LOW 92K Miles Smogged AC New Tires Clean Title,2017-09-03 21:10,NOT INDICATED,2001,$1850,NOT INDICATED,gas,92157,4 cylinders,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2001-chevy-cavalier-t-low-92k/6292168806.html
2004 Bmw M3,2017-09-03 21:08,bmw,2004,$15000,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,other,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2004-bmw-m3/6292184817.html
1998 Chevy Silverado,2017-09-03 21:08,chevy,1998,$3500,NOT INDICATED,gas,168000,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1998-chevy-silverado/6292184719.html
"2007 Toyota Avalon xls leather sunroof ONLY 36K miles,  Wow!",2017-09-03 21:07,toyota,2007,$7777,NOT INDICATED,gas,36789,6 cylinders,custom,salvage,automatic,sedan,https://sacramento.craigslist.org/cto/d/2007-toyota-avalon-xls/6286001428.html
"1951 Studebaker Champion ""Starlite Coupe""",2017-09-03 21:07,studebaker,1951,$4500,NOT INDICATED,gas,NOT INDICATED,6 cylinders,white,missing,manual,coupe,https://sacramento.craigslist.org/cto/d/1951-studebaker-champion/6271516017.html
1998 ford ranger (bagged),2017-09-03 21:07,ford,1998,$4500,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1998-ford-ranger-bagged/6275340074.html
Toyota corolla,2017-09-03 21:06,toyota,NOT INDICATED,$2500,NOT INDICATED,gas,NOT INDICATED,4 cylinders,grey,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/toyota-corolla/6292183899.html
1955 Buick Century,2017-09-03 21:06,buick,1955,$3500,NOT INDICATED,gas,114000,8 cylinders,green,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/1955-buick-century/6279345235.html
1953 Kaiser Manhattan Two Door 3 speed OverDrive,2017-09-03 21:06,NOT INDICATED,1953,$3000,NOT INDICATED,gas,92000,6 cylinders,custom,clean,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1953-kaiser-manhattan-two/6252628309.html
96 4X4 CHEVY BLAZER                                  OBO,2017-09-03 21:05,chevy,1996,$2300,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/96-4x4-chevy-blazer-obo/6282711209.html
2000 BUICK LESABRE CU | Clean Title | CarFax | Registered,2017-09-03 21:02,buick,2000,$2700,2000 Buick LeSabr,gas,121137,6 cylinders,brown,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/2000-buick-lesabre-cu-clean/6292175078.html
2013 VW Jetta 2.5 SE,2017-09-03 20:59,vw,2013,$7999,NOT INDICATED,gas,38000,5 cylinders,blue,salvage,automatic,sedan,https://sacramento.craigslist.org/cto/d/2013-vw-jetta-25-se/6280493265.html
94 Full Size Blazer lifted *trade*,2017-09-03 20:59,NOT INDICATED,1994,$6500,NOT INDICATED,gas,121000,8 cylinders,white,clean,automatic,SUV,https://sacramento.craigslist.org/cto/d/94-full-size-blazer-lifted/6292179982.html
1964 ss Chevy impala,2017-09-03 20:59,chevy,1964,$8500,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1964-ss-chevy-impala/6292179931.html
2001 Jeep Wrangler,2017-09-03 20:58,jeep,2001,$8000,NOT INDICATED,gas,130000,4 cylinders,blue,clean,manual,offroad,https://sacramento.craigslist.org/cto/d/2001-jeep-wrangler/6282875843.html
1975 Chevy El Camino,2017-09-03 20:56,chevy,1975,$3000,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1975-chevy-el-camino/6292178585.html
39 Ford Tudor,2017-09-03 20:54,ford,1939,$25000,NOT INDICATED,gas,NOT INDICATED,6 cylinders,black,clean,automatic,other,https://sacramento.craigslist.org/cto/d/39-ford-tudor/6292177569.html
1966 CHEVY STEPSIDE,2017-09-03 20:54,chevy,1966,$1000,XXXXXXXX,gas,0000,6 cylinders,blue,missing,manual,truck,https://sacramento.craigslist.org/cto/d/1966-chevy-stepside/6253143883.html
2005 Subaru Forester xt,2017-09-03 20:52,subaru,2005,$6000,NOT INDICATED,gas,177000,4 cylinders,silver,clean,automatic,wagon,https://sacramento.craigslist.org/cto/d/2005-subaru-forester-xt/6292176420.html
Ford f 150 /2014/ $20000 / Rancho murietto /,2017-09-03 20:51,ford,1950,$20000,NOT INDICATED,gas,56000,8 cylinders,blue,salvage,automatic,truck,https://sacramento.craigslist.org/cto/d/fordrancho-murietto/6292175991.html
1966 Chevrolet Chevelle 4 spd roller,2017-09-03 20:50,chevrolet,1966,$6000,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,other,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1966-chevrolet-chevelle-4-spd/6289704893.html
1989 Jaguar XJ6 Vanden Plas only 1 Owner NICE!!!,2017-09-03 20:50,jaguar,1989,$4500,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1989-jaguar-xj6-vanden-plas/6289854621.html
1972 Toyota Land Cruiser FJ40 Lifted,2017-09-03 20:50,toyota,1972,$7000,NOT INDICATED,gas,NOT INDICATED,8 cylinders,NOT INDICATED,clean,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1972-toyota-land-cruiser-fj40/6276052580.html
4 Corvairs Buy 1 get 3 FREE!!!!!!!!!,2017-09-03 20:50,NOT INDICATED,NOT INDICATED,$200,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/4-corvairs-buy-1-get-3-free/6273476491.html
2014 Altima front seats,2017-09-03 20:50,NOT INDICATED,2014,$350,O,gas,NOT INDICATED,4 cylinders,black,parts only,automatic,sedan,https://sacramento.craigslist.org/cto/d/2014-altima-front-seats/6292175047.html
2013 BMW 335i Dinan Stage 2,2017-09-03 20:50,bmw,2013,$27000,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2013-bmw-335i-dinan-stage-2/6278522916.html
1966 Dodge Charger 383 4 Speed all original Rust Free,2017-09-03 20:49,dodge,1966,$9000,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1966-dodge-chargerspeed-all/6281037646.html
2- Triumph TR3's 1959 and 1962,2017-09-03 20:49,triumph,1959,$4000,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,missing,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2-triumph-tr3s-1959-and-1962/6280923440.html
? 2017 Dodge Journey  SXT,2017-09-03 20:48,dodge,2017,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/2017-dodge-journey-sxt/6292174045.html
1973 Chevy,2017-09-03 20:46,chevy,1973,$4500,NOT INDICATED,gas,NOT INDICATED,8 cylinders,brown,clean,automatic,pickup,https://sacramento.craigslist.org/cto/d/1973-chevy/6292173017.html
08 F150,2017-09-03 20:46,NOT INDICATED,2008,$18500,NOT INDICATED,gas,98090,8 cylinders,blue,clean,automatic,pickup,https://sacramento.craigslist.org/cto/d/08-f150/6292172870.html
2014 Scion FR-S 6-Speed Pearl White Extra Clean Must See This 1!!!!!!!,2017-09-03 20:44,scion,2014,$12450,NOT INDICATED,gas,33212,NOT INDICATED,white,salvage,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2014-scion-fr-6-speed-pearl/6286186942.html
2014 Scion xD Super Low 9K Original Miles A/T Very Clean Gas Saver!!!!,2017-09-03 20:44,scion,2014,$8995,NOT INDICATED,gas,9621,4 cylinders,blue,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2014-scion-xd-super-low-9k/6286187273.html
Toyota Camry 2011,2017-09-03 20:43,toyota,2011,$7000,Xxxxxxxxx,gas,86000,4 cylinders,blue,salvage,automatic,sedan,https://sacramento.craigslist.org/cto/d/toyota-camry-2011/6292162039.html
Best Deal of The Day!,2017-09-03 20:43,NOT INDICATED,NOT INDICATED,$2650,1G2HX52K2W4221387,gas,190000,6 cylinders,silver,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/best-deal-of-the-day/6282350964.html
2003 Ford Expedition 5.4L v8 XLT 4X4 7 Passenger NICE !!,2017-09-03 20:43,ford,2003,$4995,NOT INDICATED,gas,NOT INDICATED,8 cylinders,NOT INDICATED,clean,automatic,SUV,https://sacramento.craigslist.org/cto/d/2003-ford-expedition-54l-v8/6286933172.html
2002 chevy camaro LS1 6 speed,2017-09-03 20:40,chevy,2002,$10500,NOT INDICATED,gas,113000,8 cylinders,NOT INDICATED,clean,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2002-chevy-camaro-ls1-6-speed/6292169570.html
1999 Honda accord  v6,2017-09-03 20:39,honda,1999,$500,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1999-honda-accord-v6/6285544094.html
2013 Lexus RX 350,2017-09-03 20:38,lexus,2013,$26500,NOT INDICATED,gas,46000,6 cylinders,silver,clean,automatic,SUV,https://sacramento.craigslist.org/cto/d/2013-lexus-rx-350/6292161241.html
2010 Chevy Aveo,2017-09-03 20:38,chevy,2010,$2500,KL1TD5DE4AB088200,gas,100237,4 cylinders,silver,clean,automatic,other,https://sacramento.craigslist.org/cto/d/2010-chevy-aveo/6292168407.html
2010 subaru outback pzev,2017-09-03 20:37,subaru,2010,$8900,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,white,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2010-subaru-outback-pzev/6292154862.html
"2008 Infiniti G35 Sedan - Very Clean, Smogged & Registered til 2018",2017-09-03 20:37,infiniti,2008,$8200,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2008-infiniti-g35-sedan-very/6292167789.html
1988 Jeep Cherokee Laredo,2017-09-03 20:37,jeep,1988,$2500,NOT INDICATED,gas,210000,6 cylinders,white,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1988-jeep-cherokee-laredo/6292167771.html
2010 Dodge Ram 1500,2017-09-03 20:34,NOT INDICATED,2010,$25000,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,silver,clean,automatic,truck,https://sacramento.craigslist.org/cto/d/2010-dodge-ram-1500/6292165816.html
? 2017 Nissan Pathfinder  Platinum,2017-09-03 20:34,nissan,2017,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/2017-nissan-pathfinder/6292165817.html
1996 international 4700,2017-09-03 20:33,NOT INDICATED,1996,$5000,NOT INDICATED,diesel,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1996-international-4700/6290926651.html
2011 GMC Terrain SLE 2.4L,2017-09-03 20:33,gmc,2011,$13000,NOT INDICATED,gas,90000,4 cylinders,white,clean,automatic,SUV,https://sacramento.craigslist.org/cto/d/2011-gmc-terrain-sle-24l/6292165194.html
2002 Chevy Malibu,2017-09-03 20:32,chevy,2002,$2999,NOT INDICATED,gas,126850,6 cylinders,NOT INDICATED,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/2002-chevy-malibu/6278928761.html
2008 Toyota Tundra SR5 4x4 excellent!,2017-09-03 20:31,toyota,2008,$21700,5TFBV54118X033182,gas,99500,8 cylinders,white,clean,automatic,truck,https://sacramento.craigslist.org/cto/d/2008-toyota-tundra-sr5-4x4/6292164433.html
Bmw 325i,2017-09-03 20:31,bmw,NOT INDICATED,$2500,NOT INDICATED,gas,140,6 cylinders,silver,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/bmw-325i/6292164018.html
2003 Toyota 4Runner SR5 Sport V6,2017-09-03 20:29,toyota,2003,$8495,JTEBU14R638005913,other,214241,NOT INDICATED,NOT INDICATED,clean,automatic,SUV,https://sacramento.craigslist.org/ctd/d/2003-toyota-4runner-sr5-sport/6292163360.html
Datsun 240Z,2017-09-03 20:29,datsun,NOT INDICATED,$10000,NOT INDICATED,gas,81479,6 cylinders,red,salvage,automatic,coupe,https://sacramento.craigslist.org/cto/d/datsun-240z/6292163105.html
1973 Toyota FJ 40 tube chassis crawler,2017-09-03 20:28,toyota,1973,$12000,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1973-toyota-fj-40-tube/6292162540.html
Dodge SRT 4,2017-09-03 20:28,dodge,NOT INDICATED,$4500,NOT INDICATED,gas,119678,NOT INDICATED,black,clean,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/dodge-srt-4/6292162454.html
Clean 1999 Toyota Camry le,2017-09-03 20:27,toyota,1999,$3000,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/clean-1999-toyota-camry-le/6258419870.html
"1972 Cutlass convertible 442 18,000obo",2017-09-03 20:26,NOT INDICATED,1972,$18000,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1972-cutlass-convertibleobo/6282868278.html
2007 Chevy Impala Flex Fuel,2017-09-03 20:25,chevy,2007,$3500,NOT INDICATED,other,212000,6 cylinders,silver,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/2007-chevy-impala-flex-fuel/6292160502.html
2014 Chevrolet Chevy Camaro SS ALL CREDITS WELCOME,2017-09-03 20:25,NOT INDICATED,2014,NOT INDICATED,2G1FT1EW3E9126864,other,44761,NOT INDICATED,black,clean,manual,coupe,https://sacramento.craigslist.org/ctd/d/2014-chevrolet-chevy-camaro/6292160490.html
2014 Dodge Ram 4x4 Hemi Single Cab  SELL / TRADE,2017-09-03 20:24,NOT INDICATED,2014,$17000,Available,gas,50,8 cylinders,grey,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2014-dodge-ram-4x4-hemi/6289391834.html
2001 Acura CL,2017-09-03 20:23,acura,2001,NOT INDICATED,NOT INDICATED,gas,92000,6 cylinders,white,salvage,automatic,coupe,https://sacramento.craigslist.org/cto/d/2001-acura-cl/6269818349.html
GLK BLuetec,2017-09-03 20:22,NOT INDICATED,NOT INDICATED,$36000,NOT INDICATED,diesel,NOT INDICATED,4 cylinders,grey,clean,automatic,SUV,https://sacramento.craigslist.org/cto/d/glk-bluetec/6289732856.html
? 2016 Nissan Altima  2.5 S,2017-09-03 20:19,nissan,2016,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/2016-nissan-altima-25/6292156941.html
1969 Dodge Dart Custom /6,2017-09-03 20:17,dodge,1969,$3500,NOT INDICATED,gas,NOT INDICATED,6 cylinders,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1969-dodge-dart-custom-6/6289545774.html
2011 Range Rover hse supercharged,2017-09-03 20:16,NOT INDICATED,2011,$25500,NOT INDICATED,gas,99220,8 cylinders,white,clean,automatic,SUV,https://sacramento.craigslist.org/cto/d/2011-range-rover-hse/6292155050.html
2001 mustang Gt & 1998 Mercedes clk320,2017-09-03 20:16,Ford,2001,$5500,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2001-mustang-gt-1998-mercedes/6292154969.html
95 Talon TSi 5spd Turbo,2017-09-03 20:15,NOT INDICATED,1995,$3200,Uponrequest,gas,97000,4 cylinders,yellow,clean,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/95-talon-tsi-5spd-turbo/6259226446.html
